comment,num_of_likes,reply_count
The video is very interesting. I am Egyptian and this is the first time I have seen these areas.,2,0
"""الأهرامات جزء من التاريخ، لكن الأهم هو العبرة من قصة فرعون. 
الله هو الذي أغرقه لما طغى وتجبر، وهذا مذكور في القرآن بوضوح. الذي يتكلم عن فرعون وما يذكر أن  الله أغرقه بسبب تكبره وتجبره ، كأنه نسي أهم نقطة في القصة!""
🇾🇪❤ 🇪🇬",2,1
حفاظات بيبي ماكس المنتج الوطني الافضل جوده وامان في العالم 🌟☀👌🏻🌜,2,0
Türk varmi alo,2,0
E incrível como o mundo e diferente pra quem tem dinheiro,2,0
Türkler burdamı❤❤❤❤❤❤🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,2,0
Tough,2,0
بفلوسك تعرف تدخل الممنوع😢❤,2,0
VM gran misterio te envía  saludos conmigo  😊,2,0
Wow amazing this is informative vedio of pyramid of Egypt 🎉🎉🎉🎉🎉,2,0
كم عراقي موجود😂❤ ‏‪3:04‬‏,2,0
This is best video ever,2,0
When I saw the Lebanese flag😮,2,0
Pyramids were not burial chambers 😂😂😂,2,0
I somehow (have just enough money) 0:01,2,0
Que lujo de vídeo. Fantástico !!!,2,0
W love it,2,1
😮😮😮😮😮😮,2,0
Under 1hour👇,2,1
"المرجو الدعاء لابي مريض سرطان بروستات وصل درجة عالية .من المرض عند اكتشافه.
توفية امي قبل 5 سنوات صغيرة في السن وكذالك ابي عمرة 59 سنة .
المرجو منكم الدعاء له من قلبك .الله يخفف عنو الالم و يشافيه شكرا لكل من دعى .الله يسهل اموركم",2,0
This is the best video ever made in the entirety of history,2,0
still water 💀💀💀💀💀💀💀💀💀💀💀💀,2,1
@VMGRANMISTERIO TE SALUDA 🎉,2,0
I hope you will do the same at Angkor Wat.  The temple and history are amazing,2,0
@VMGranMisterio te envía saludos!!,2,0
NOW YOU'RE ON TOP BROTHER INJOY THE JURNY 😂😂🎉❤,2,0
Best video ever,2,0
"Egypt came first.... Then the history came! 😊
Welcome to Egypt ❤️",2,0
"تفتكروا معايا إن الفيديو ده كمان أسبوعين هيعدى المليار مشاهدة؟
يارب إن شاء الله ❤❤❤",2,0
Türk var mı aloooo,2,0
You are welcome 🥰🇪🇬,2,0
Tükler geldi lannn 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,2,0
Gracias❤,2,0
Escribe!,2,0
Egypt <3,2,0
MEKEYE GiDERMiSiN ❤🕋🕋🕋🕋❤,2,0
23 hour team,2,0
พีระมิดสวยงาม ผมชอบดูช่องของคุณ,2,0
Tbh ! There UFO inside the Pyramid,2,0
Сколько интересно эта им искурсия обошлась по деньгам????🇺🇦☮️🇺🇦,2,0
Who era sed what i Put,2,0
Any Indian Here ?? 😂,2,1
ESCRIBE!!! 🗣🗣🗣🗣🗣🔥🔥🔥🔥🔥,2,0
А вы там саллаха нашли😅,2,0
no se igles nuca beniste a culima,2,0
The best video you've ever made❤,2,0
Best video ever welcome to Egypt Mrbeast❤️❤️👑,2,0
كمصري اول مره اشاهد هذا في حياتي هذا أفضل شاهدت,2,0
Im egyptian,2,0
ونبي هات جنيه,2,0
すごいですね。,2,0
@Renato Garcia,2,0
اهلا وسهلا مستر بيست نورت مصر بلدي❤,2,0
how marvellous Gods work of art thru the Egypt ancient civilization!,2,0
This thing was dubbed under 1 hour,2,0
Я завтра отправляюсь в Египет и найду золото,2,0
"الدبلجة اليابانية طرررب 😂
مؤدية صوت ناروتو ❤❤❤",2,0
Hello,2,0
الفيديو تحفة بجد 😭♥️♥️♥️♥️♥️,2,0
ESCRIBE!,2,1
"اخيرا الفديو نزل ع المنصه 
شهر بحالة منتاج",2,0
"Under 20000000 years gang 
👇",2,1
"Ägypten, das Große, Großägypten🌏🇪🇬🪷✨️",2,0
He was speaking Arabic that's what I speak,2,0
hello,2,0
اوئكد لك انك لن تجد هذه اللعبة ان شاهدو هذا الفيديو المصريين,2,0
❤,2,0
Who is from Egypt 🇪🇬👇,2,0
Love🎉🎉🎉🎉❤,2,0
"Since season one is over, are you gonna make a season two? Of swarms😢",2,1
مين دور على صوت برعي؟😭,2,0
مصري وافتخر مصر جائت ثم جاء التاريخ🇪🇬,2,0
কে কে মুসলমান ? এবং এক মহান আল্লাহ তায়ালাকে বিশ্বাস করো☝🏽🫂🥰,2,0
جميل جدا جدا نحتاج المزيد من الفيديوهات عن الحضارة فى مصر ❤❤❤❤,2,0
"As an Egyptian, This video is one of the best videos you have ever made.",2,0
24 houres in disney land,2,0
Hello 'in Egypt I'm livie in Egypt 🇪🇬 ❤,2,0
Are there any turks,2,0
❤❤,2,0
9:43 xd,2,0
Wow 😮😮,2,0
"""If you can build a pyramid, you can do anything""",2,0
لولا الغزو الاسلامي لمصر لكانت مصر الان  اعظم من اوروبا لكن الاسلام دمر مصر وجعلها في قاع الامم,2,2
تعالو مرو للعراق نوكلكم دليميه بالخمسه😂,2,0
Scraib😂😂,2,0
مين جاي من برعي😂,2,0
Venom,2,0
*Deus proteja a todos nós! Saudações do Brasil!* 🟡🟢,2,0
As an Egyptian I didn't see these things before but I'm proud to see our intelligence in building pyramids without any smart machine,2,0
831 🎉🎉🎉🎉👍👍👍👍👍,2,0
مصر هتفضل فوق ديما ❤,2,0
what a great video,2,0
"4600 years!! still standing, the wonder of ancient geniuses",2,0
bluds gonna get the pharaoh's curse💀💀🙏🙏😭😭,2,1
Como que os corpos eram carregados pra dentro dessas câmeras com esses túneis super estreitos?? Incrível demais,2,0
Türk varmı alooooo🎉🎉,2,0
EGYPT IS NOT FOR BEGINNERS 𓂀🇪🇬🔥,2,0
"He visto documentales de Egipto y sus pirámides por años, y esta es la primera vez que veo esto !",2,0
proud egyptian ❤,2,0
I am from Egypt 🇪🇬 أنا من مصر,2,0
الاهرامات لا تستاجر 😢 فا من هذا لي يقول هذا ،😡😥😓,2,0
Nolan one chance 😍,2,0
Nice ❤❤❤❤🎉🎉,2,0
How many Egyptians are watching this clip?,2,0
Why such a short ADHD version... This video should easily be 1 hour long,2,0
"Imagínate ser un egipcio,aver construido las pirámides y que un grupo de youtubers te graben en tu propia tumba.(no soy hater solo se me vino a la mente 😂)",2,0
Bro has the curse,2,0
Hola soy de México sigo tu canal,2,0
💯💯,2,0
Aqui esta el comentario CASTELLANO que buscaban,2,0
"I truly believe that among the many mysterious and enigmatic landmarks on Earth, the 'Pyramids' stand at the top.",2,0
Really  if you have money then you can do anything 😮😮,2,0
Türklüler burdamı,2,0
proud Egyptian🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,2,0
"STILL WATER: FULL OF LITTERLY WHO KNOWS WHAT

Karl: not only goes in first but submerges under water",2,0
رامي واشرف وزاهي حاجة قمة الفخر والايجابية,2,0
Take love from Bangladesh 🇧🇩🇧🇩,2,1
VM GRAN MISTERIO!!! 😮,2,0
4500년전에 저런 걸 짓다니 엄청나네,2,0
Woohoo,2,0
جميله❤ يابلادي 🇪🇬🇪🇬🇪🇬🇪🇬 مصريه وافتخر💪,2,0
"im Egyptian and im honestly fascinated by this, Egypt has the coolest and most interesting and mysterious history ever😍",2,0
"this video is an experience on its own, I can't think of any other footage with such value.  thank you for sharing this to whoever watches!",2,0
"Great tips, thanks for sharing!",2,0
I’ve seen them in person a few years ago and the sheer size of them is really amazing,2,0
اهلاً بك مستر بيست ❤ في مصر 🇪🇬  🥰,2,0
Money talks 🤷🏽‍♂️,2,0
🇪🇬,2,0
I wonder what Napoleon saw there???,2,0
This is the best vid on yt❤,2,0
Golden Fredy 😮,2,0
برعييييي😭😭😭😭🌹,2,0
"Ideas for next video:
Burying area 51
Going on the top floor of the Burj Khalifa",2,0
Vm Gran Misterio ❤,2,0
Tuve miedo de que Karl se quedara atorado en el túnel 💀,2,0
Uzbekistan 🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿,2,1
This is wild here i wanna come here!,2,0
Dudes are awesome❤❤❤,2,1
"I love Argentina,,,🇦🇷🇧🇩❤",2,0
أنا مصري وافتخر 🇪🇬🇪🇬🫡🫡,2,0
"As an Egyptian, I admit that it is the best video ever.. Great effort👏🏻❤️",2,0
We are always the greatest ❤🇪🇬👑,2,0
بصراحه مش قادر اكمل بصوت برعي من غير مضحك😂,2,0
We got mrbeast saying bro before gta 6,2,0
youtuber cave divers with a life when they see the cave named *the gates of the underworld* 6:13,2,0
mrbeast is getting crazier and crazier,2,0
انا مصريه واول مره اشوف الاهرامات ❤شكرآ مستر بيست,2,0
Türk varmı gençlerin,2,1
CHANDLERS BACK!!!!,2,0
Under 2 hours gang 😂,2,1
"Woooow 😮❤❤
Thank you for this nice experience  👏",2,0
Ok actually who is this 🥷😭😭,2,0
مصري شكرا مستر بيست احنا المصريين والعرب نفتخر احنا اصل الحضارة والهندسة والطب منذ الف السنين ❤❤❤,2,1
دفعت ايجار كام عشان انا عارفهم عالم نصابه,2,1
Wow🎉,2,0
انا بجد فخوره بهويتي وببلدي اشد الفخر اهلا بيكم في صاحبة اعظم حضاره علي الكوكب و واحده من اقدم الحضارات ان مكنتش اقدمها,2,0
Hello,2,0
AMERICA I LOVE AMERICA IF YOU DONT LOVE AMERICA THEN AMERICA IS BEST,2,0
❤❤,2,0
اول مصري😂😂❤,2,0
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤تحيا مصر ❤امي الدنيا ❤❤❤,2,0
I’m proud to be an Egyptian ❤❤❤❤,2,0
Invitame a un programa tuyo a un reto quiero participar,2,0
The cameraman is  heroes 💀💀,2,0
برافو دكتور زاهي,2,0
I am an Egyptian and you are very welcome to Egypt❤,2,0
هو جي على يوم السبت قبل الدراسة بيوم يعني ما اجازه نص السنه كانت طويله يعني 😂😂,2,0
Still water? 😮,2,0
It reminds me Assassin's Creed Origins 😁,2,0
لا اله الا الله,2,0
اجل يا ذهب😂,2,0
Allah hu Akbar incredible ❤,2,0
As an Egyptian I want to thank you for this outstanding video💪🏼♥️,2,0
"vm, gran misterio te saluda. @VMGranmisterio",2,0
내가 침대에 누워서 피라미드 내부를 볼 줄은 몰랐네,2,0
I escribed,2,0
"Honestly, he made me see things in the pyramids that I saw for the first time as an Egyptian❤❤❤",2,0
you are the best and an legend,2,0
ما اجمل واعظم الحضارة المصرية القديمة ❤,2,0
Berk,2,0
"Видео на русском, описание на русском, 
А я один русский в комментариях? 😢",2,0
TÜRK VARMI ALOO,2,0
댓글로 구독자 모으기 1일차,2,0
No home,2,0
なんか逆にきな臭くなったな,2,0
Türkler burdqmı?,2,0
Slm,2,0
Com DÓLARES  SE COMPRA QUASE TUDO NO EGITO..😅,2,0
swimming in the still water is already dangerous enough,2,0
Great video! Really enjoyed it.,2,0
"Amazing ❤❤
Love from Bangladesh 🇧🇩🇧🇩🇧🇩",2,0
❤❤,2,0
كله يختار عربي ثانوي هيكون صوت برعي 😂😂❤❤❤,2,0
Mom I'm famous 😂,2,0
saya suka videonya,2,0
Thanks for 27.5k subscriber❤,2,1
Do you want to discover the place? There is an adventurous person in Bensnes.❤,2,0
"Welcome to Egypt, Mister Best, what do you think about it ❤",2,0
Indian,2,0
"بجد فخور اني مصري وان مستر بيست زار مصر 
تحيا مصر 🇪🇬❤❤❤❤❤❤",2,0
i am Eymen i am from turkey,2,0
علي فكرة الفديو ده هيزيد السياحة بطريقة مجنونة و فلسطين حرة من الاحتلال الصهيوني القذر,2,0
سفينه الاستغفار مرت من هنا فاركب معنا ولا تكن من القانطين استغفر الله استغفر الله استغفر الله استغفر الله😊,2,0
Still water,2,0
مصر وجمال مصر ❤,2,0
"Under 1 hour team
👇",2,0
Greetings from Germany 🇩🇪,2,0
i shall escribe,2,0
Under 2 hours dang 👇🏻,2,0
Under 3 hour gang 👇🏾🤯,2,0
hello mrbeast,2,0
Hello,2,0
انا مصري🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,2,0
Mrbeast le quitaste lo humilde,2,0
Si a esas pirámides no se puede entrar como hay luzes ?🥶,2,0
انا من مصر ❤,2,0
3 mill views in an hour,2,0
"People who didn't have a chance to do anything else because of how interesting this video was

👇👇",2,0
VM Gran Misterio te saluda!,2,0
Adib🇧🇩,2,0
Я одна русская здесь,2,0
تجربه اسطوريه,2,0
انا مصري وزرت الاهرامات ..لكنك عرضتها بشكل ..خلاني اشوفها بشكل تاني.,2,0
❤❤❤,2,0
Herkese selam 33 yaşım var,2,0
Türkler burada mı,2,0
People who can speak Arabic 👇👇👇,2,1
تحيا مصر ام الدنيا,2,0
ااموون راضي عنكم ❤😂,2,0
Amazing 😮,2,0
This was incredible and definitely one of the best videos so far.,2,0
"فيديو رهيب يا ميستر 
عاشت جمهوريه مصر العربيه العظيمه 
أخوكم من اليمن ❤️",2,0
میں بھی آپ کے گیم کا حصہ بننا ہے 🎉🎉🎉❤❤❤,2,0
You should explore Pom pei for 7 days.,2,0
كل ما بشوف حد معجب بحضرتنا بكون فخوره جد ببلدنا تحيا مصر ❤,2,0
It is amazing 😮😮,2,0
такой тупой бред. пирамиды это услилители низкой частоты для создания вибрации между песчаником и гранитом для возникновения пьезоэффекта. выработка и сбор электроэнергии далее. и плюс связь через несущую частоту сквозь материковую породу. а эти дебилы опять фараонов выдуманных везде пихают.,2,0
SKIBIDI RIZZ,2,0
Falta un video de la Antártida 😁 me gustó mucho ese video gracias por compartir,2,0
Best video 🎉❤,2,0
TÜRKLER NERDESİNİZZ🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,2,0
Beast mrbeast video ever,2,0
الاهرمات من اقدم الاماكن في العالم,2,0
you should do 50 hours trapped in a submarine,2,0
Pray mrbeast doesn’t have a large urban explorer following,2,0
الفيديو كلش حلوو  ودكتور زاهي رهيب لحد ماكال سكرايب  😂😂😂,2,0
A,2,0
The best video ever gimmy❤🎉,2,0
Thanks for 9 subs,2,0
مين من مصر,2,0
the best,2,0
Goat video,2,1
Türkler❤❤❤❤❤❤🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷❤️❤️❤️,2,0
اريدك ان تزور مصر القديمه وخصوصا متحف ميت رهينه عاصمه مصر القديمه وانا ساقابلك,2,0
🎀✨✨🎀,2,7
خخخخخخخ 😡😡😡😮 والفيديو ده مهزله لاي حد مصري و يظل ع قد ايه احنا حكومه رخيصه اوي #,2,0
ইসলাম ধর্ম পৃথিবীর সবচেয়ে সুন্দর ধর্ম,2,0
Thank you BEAST for showing us these excellent works.,2,0
