comment,num_of_likes
"“Şüphesiz, göklerin ve yerin yaratılmasında, gece ile gündüzün ard arda gelişinde, insanlara fayda veren şeylerle denizde yüzüp giden gemilerde, Allah’ın gökten indirip de ölümünden sonra yeryüzünü dirilttiği suda, orada her türlü canlıyı yaymasında, rüzgârları evirip çevirmesinde ve gökle yer arasında emre hazır bekleyen bulutta, aklını kullanan bir topluluk için elbette deliller vardır.”
(Bakara Suresi, 164. Ayet)",1
Daha İzlemeden ne kadar mükemmel bir video olduğunu tahmin edebiliyorum umarım kısa zamanda en yüksek aboneli youtuber olursun.Videoları daha sık yüklersen seviniriz,1
"Bu mağaradan Sezonluk dizi, Film, Belgesel gibi içerikler bir kere veya daha fazlası da çıkarılabilir. Belgesel adına Ruhi ve ekibi  kameralara çok değerli bilgiler kaydetmiş ellerinize sağlık.",1
There's tunnel gog and maggo🚷,1
Bro stop showing that one clip of the river and camp,1
Daha uzun yapsaydın keşke videoyu,1
Wow this guy has 2 accents,1
Allah is the Best Creator ☝️,1
eu faria uma base aí no ark,1
m-m-m-m-m-massive??,1
You have excellent skills. There's no doubt National Geographic has the ability to see what you can bring to the table.,1
I thought it was clickbait. Pretty dope.,1
Look like tnt explosion from minecraft.,1
"You always show the absolute best stuff, man. Good work, as always 👏 this was incredible!",1
Eline sağlık ruhi.,1
Milioane milioane😂 de fapt 6000 de ani are planeta noastra...le place oamenilor sa puna macaroane pe urechi..diavolul ajuta fie amagita cat mai multa lume(,1
Ruhi mükemmel bir hizmet veriyorsun insanlığa süper bir araştırmacı youtuber'sın.,1
"plz no auto translation, it is totaly bullshit",1
❣,1
Video biraz aceleye getirilmiş gibi ekipte degişiklik mi oldu ?,1
Yemek yerken izlemek harika birşey ❤,1
"VIỆT NAM quê hương tôi, tôi yêu VIỆT NAM",1
Thank you bro,1
SUBHANALLAH tekrar tefekkür ettim rabbim hiç bilmediğimiz mağara içerisindeki kucucuk tırtılın dahı rızkını verıyor manzara muazzam,1
Welcome to Vietnam 🤗🇻🇳,1
ขอบคุณแทร็กเสียงที่มี ภาษาไทย 🙏,1
Birgün Meksika cartellerinede ziyareti yapsan acaba😅,1
100 milyon abone olana kadar burdayiz...,1
Here from Trinidad! Love this video!,1
Muy buenos videos no se porque tienes tan pocos subs,1
Berharap ada orang baik yg bisa sponsori channel ini..suka banget dokumentasi nya,1
You can't convince me that inner Earth doesn't exist 😂,1
🇧🇷🇧🇷🇧🇷,1
I added it to my list of places to visit. Remind me if you visit it or  I still haven't visited it after ten years of writing this comment.👍2025/3/29,1
May content best,1
"Watching this channel can increase knowledge and science, thank you 🔥",1
Что за бред? Это сколько должно умереть существ чтобы было столько известняка? А потом это всё растворилось и появились пещеры😮 🤬Какая дичь.... Надо быть полным дебилом чтобы верить в это...,1
undertale moment,1
"Алиса в стране чудес,  упала в эту пещеру.😅",1
Um dos maiores Youtubers do mundo,1
"يُقال أنهم من كثرة الاستغفار تغيرت أحوالهم وصب الله عليهم الأرزاق ""❤هذا وعد الله واقع✅",1
dublaja birazcık daha önemmi versek,1
In Vietnam🤩🤩🤩🤩,1
Bu videonun hakkı 16 dakika değildi ben abi,1
Physical Geography revision🙏✅️,1
İşte Türk 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,1
"İzmit ten dünyaya selam,ruhi Çenet(r)",1
keren,1
The forest magrasi gibi diyenler⬇️,1
@luisitocomunica,1
6.55 kenardaki ay yıldızı gören bi tek ben miyim :),1
Real minecraft,1
"Birgün böyle keşfedilmemiş yerlere gire çıka Ejderha , megaladon , titanoba bulacaksın az kaldı .",1
Ruhi'nin yeni video atmasını bekleyen bı ben değilimdir galiba,1
"Thankyou you Ruhi Cenet and your team! Your explanation over documentary is great and underrated. ""Stay safe and healthy""",1
Not small enough.,1
А мне одному кажется что какбудтобы вчера у него было всеголиш 200тыс. подписчеков...,1
"╭━━━┳╮╱╱╭╮╱╱╭━━━┳╮╱╭╮
┃╭━╮┃┃╱╱┃┃╱╱┃╭━╮┃┃╱┃┃
┃┃╱┃┃┃╱╱┃┃╱╱┃┃╱┃┃╰━╯┃
┃╰━╯┃┃╱╭┫┃╱╭┫╰━╯┃╭━╮┃
┃╭━╮┃╰━╯┃╰━╯┃╭━╮┃┃╱┃┃
╰╯╱╰┻━━━┻━━━┻╯╱╰┻╯╱╰╯",1
7:01  bros english day by day 📈,1
"EL RECREO AirBnB Los Navalucillos, Toledo, CABAÑEROS PARQUE NACIONAL ESPAÑA □ □□□□□□□□□□□ □□□□□□□

",1
I WILL DOWNLOAD OPERA,1
"@ruhicenetvideos Ruhi abi, dünyanın istediğin yerini gezip görebiliyorsun hoş güzel ama ne sen ne de eşinde  bahşiş kültürü yok. Daima size yemek getiyoruz ama hiç bahşiş vermiyorsunuz. Lütfen az çok demeden bahşiş te verin sizi seviyoruz, yazarlar sokak  😅😅😂❤❤",1
Möhtəşəm.Əməyiniz üçün təşəkkürlər Ruhi Çenet,1
shoutout to ruhis cameraman he has to do this crazy stuff while holding a camera,1
Definitely not fake,1
sanırım mağarada olduğun için ülke gündeminden uzak kaldın :),1
vietnam number one,1
"Subhanallah
Thanks for your video Ruhi 
Im from 🇮🇩",1
Please I need Russian subtitle,1
বাংলা ডাবিং প্লিজ। কিছুই বুঝিনা প্লিজ বাংলা ডাইভিং রুহি চ্যালেন প্লিজ আপনার বড় ফ্যান আমি কিন্তু এই ভিডিও তা আমি কিছুই বুঝতেছিনা বাংলা ডাইভিং চাই চাই চাই।।।,1
"Ruhi, Go to Diomede please😢😢😢",1
🎉🎉❤🎉🎉,1
"""Dünyanın merkezine yolculuk"" videosundan sonra en beğendiklerimden. Başarılar Ruhi🎉❤",1
chào mừng đến với việt nam❤,1
0:04 massive?,1
"0:08 - this is Hang En, the world's third largest cave, that you can camp in on the hike to Son Doong.
I went to Son Doong in 2013. It was dark an unlit, and very pristine back then. I've wondered what it is like now.
There were no bridges across the river either. I had to hold onto a rope and wade across, and hope the rope was strong.",1
This cave never beat minecraft caves...,1
Thank you for your videos! They are just amazing! ❤,1
So much work. You re the best!,1
Magaraya gitmis mis ulke zaten magara devrinde amk geberjp gitcez biktim yeminle turk olmaktan gurur duydugum kadar tr de yasamaktan da utaniyorum biktim,1
"Be careful ""a Horcrux might have been hidden there.""💀💀💀",1
Ruhi Çenet milli Gururumuzdur 🇹🇷,1
Yeğenim hayırlı kandiller,1
8:46 billion or million ?,1
Abi sanki bunu izlemiştik,1
Ani sen çok iyisin ya ama hala hakettiği değeri görmeyen bir adam millet kurgu video yapıp milyonlarca takipçisi var ama ruhi beyin hâlâ 13 milyon da kalması bizi çok üzüyor en kisa zamanda 100 milyonları görürüz inş.,1
"Welcome to Son Doong cave of Vietnam, the video content is very good, wish you good health, I wait for your next video, A Follower From Vietnam ❤️",1
Неандырталец: Дефолт пещера,1
omg content về Việt Nam ❤️🇻🇳,1
"Bugün ablam eski videoları izliyordu, sordum yeni video yüklemiş mi diye yok dedi :') 
Tevafuğun böylesi hemen bir kaç saat sonra video yüklenmiş ✨ çok mutlu oldum :) 
Seviliyorsun, başarılar diliyorum Ruhi Çenet 🖤",1
Thanks for this wonderful video ❤ from 🇮🇳🙏🏻,1
Azerbaycandan Salamlar❤,1
ߣߋ ߓߋ߫ ߧߌߖߊߓߌ ߝߣߌ ߢߣߌ ߛߊߓߎߟߊ ߊߥߵ ߓߋ߫ ߞߎߡߊ ߟߊߛߋߟߌ ߞߏߥߵ ߟߊ߫.  ߌ ߦߋ߫ ߞߎ߲߬ߛߌ ߣߌ߲߬ ߡߊߝߟߍ߫,1
Bu kadar emek çekip bu kadar kaliteli video çekmek kimsenin harcı değil 👍,1
Milli gurur,1
from Vietnam <3,1
Kaliteli insanlarımızın kaliteli işler yapması ( Dünya çapında ) gurur verici Allah yolunu açık etsin kardeşim..,1
LAN RUHI BIR RT BILE MI CAKAMADIN VAY SENI VAAAAY,1
"""quick dip"" Yeah no, swimming in jungle is already bad but swimming in jungle cave is a sure way to get dick fish",1
hollow earth,1
Так вот где снимался Евангелион.,1
Tristan De Cunha bekliyorduk abi ???,1
🗣️Sơn Đoòng🗿,1
"Finally new video, wonderfull documentary as always",1
In my opinion he has challenged death and will complete his world mission like in the game,1
Seninle gurur duyuyoruz,1
Every cave divers dream,1
WELCOME TO VIETNAM !!! 👋👋,1
Ruhi bey en son bir adaya gidicektiniz o adayı cidden çok merak ediyorum siz dediğiniz günden beri bekliyorum lütfen o adaya gitmeseniz bile kapsayıcı bir video çekin eskiden çekmiştiniz çok dikkat çekiciydi devamını bekliyoruz seviliyorsunuz,1
Türkiyeyi temsil ettiğin için sana teşekkür ederiz,1
Глубокая как у моей бывшей,1
Monsterverse.,1
M-m-massive??,1
Mantab lek 😊,1
UNDER ONE WEEK GANG👇,1
"👍🏻 Dhruve Rathee Respect button ✍️🔘🔘🔘
🇮🇳Jai Hind vande Matarm 🇮🇳",1
POSTOJNA cave do next 🇸🇮🇸🇮🇸🇮🇸🇮,1
"The AI image generation doesn't work like that, the image you got is inaccurate.",1
"9km mağara nasıl 15dk vıdeo çıkıyor ben onu anlamıyorum keşke daha uzun olsa, koşuyormuş gibi hissetmesek be",1
11:52 ormanin sesi,1
Настоящее Подземное Царство.,1
One needs to be a bit of a masochist to travel through this cave.,1
🎉🎉🎉❤,1
ALLAH'IM sen ne kadar Yücesin,1
şükür kavuşturana ruhim,1
Abi video çok kısa 🙁☹️😣,1
Pretty cool! Is it real? I can't tell anymore,1
"Abi dikkatli bak, yecüc mecüc falan ordadır belki öyle diyorlardı ya :d",1
Severek izliyoruz lakin en çok ihtiyaç duyulan anlarda ülkenizin yanında olmayışınız ve toplumsal destek mesajlarını eksik etmeniz bizi üzüyor,1
her oyukta bir bocek yasadigini nerden biliyosun tansel sordu,1
👍👍👍,1
Wow this is super cool... and well done. Nice job!,1
Ruhi çenet gerçekten çoook üst seviye yıllardır derim belgeselcilikte ilk zikrettiğim insandır 🫡 bu adamın trye katkısı erduyan dan bile fazladıt,1
Welcome to Vietnam❤,1
Numero 1 Ruhi,1
La Tierra Hueca Es Real.,1
Çok yetenekli bir kameramanın var,1
আসুন সবাই সবার মা-বাবার জন্য দোয়া করি আল্লাহ তাদের জীবনের গুনাহ মাফ করে দিন আমিন 🤲🤲🤲😥🤲🤲🤲,1
"Team Vietnam
👇",1
Bro found Argatha,1
Video  çok aceleci olmuş😢,1
Boyle Kalitele bir belgrsali ilk izleyenlerden olmak iyi hissettiriyor tesekur ruhi cenet bizi global cok iyi temsil ediyorsun,1
Böyle videoları Türkçe ve Türk’ten dinleyip izlemek zevk ve gurur verici teşekkürlere ruhi 🫂,1
"Welcome to VIỆT NAM 🇻🇳 , my country , Quang Binh province have great narure  😊",1
Çok hızlı geldi,1
Vietnam ơi Vietnam ơi tự hào ❤❤,1
Kalite,1
"Best explore YouTuber 💞
Love From 🇧🇩",1
nước của tui nè tự hào ghê,1
Which country ? 🤔,1
Indonesia hadir✓,1
Youtube Türkiye'nin Kralı.,1
Ebott dağına düştük,1
Bu adam başka bir seviye yaaa,1
লাবিউ বস ❤❤🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,1
L’homme le plus talentueux dans son métier respect,1
Ruhi çenet youtubede bir markadır.Kalitesi ve engin tecrübesiyle aktardığı bilgi bir hayatı zenginleştiriyor adeta.Tüm insanlığa dokunmaya devam.,1
Hollow earth 🌎🌍🌎🔥🔥🔥🔥🔥🔥🔥🔫🫂,1
this is like the underground from undertale,1
Vietnam loves you all!🎉🎉🎉,1
Ruhi senin için de direneceğiz ! İyi ki varsın.,1
বাংলাদেশ থেকে অনেক অনেক ভালোবাসা 🔥🔥❤️,1
BOYKOT,1
có ai đến từ Việt Nam k ae,1
Why didn't you dub??,1
Make Kannada language,1
Make Kannada language,1
İşte Ruhi Çenet farkı 🏆🏆🏆,1
I did this cave tour in 2017 and it was amazing ! Once in a lifetime experience,1
Massive,1
ben bu adamın videolarını bir belgesel gibi açıyorum izliyorum çok güzel ya ve çok bilgi verici,1
15:58 : MAP INDONESIA 🇮🇩,1
Canlılar ordaki ortama nasıl da ayak uydurmuş. Işık olmadığı için balıkların gözü bile yok. Evrimin olmama ihtimali de yok,1
"We Want Old Hindi Voice Over, 😢",1
"Bellisimo video, non nego che un giorno vorrei prendere spunto da te per fare una serie per il mio canale YT",1
This is how a sci-fi horror movie starts 💀,1
Sonunda yeni video❤,1
fan from Việt Nam.,1
"NICE TO WATCH SUCH DOCUMENTRY MAKER ,With good Camera angle 🎉",1
Jay Shri Ram 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩,1
Slugterra!,1
Oh my god😮😮,1
বাংলায় যারা দেখেছেন তারা লাইক দিন ❤,1
@2:29 que es esa cara?!,1
Decor bhai ki voice 😂😂😂,1
"Brother, are you not fasting during Ramadan?",1
I love you're documentary,1
Böyle bir belgesel 1 saat bile olsa izlerim,1
:),1
Yang di tunggu tunggu akhirnya posting juga👏,1
We want to make a video of bihar history. In detail way . 😊😊😊😊,1
You are my favourite bro ❤,1
"Thank you for this great video Son Doong cave in Vietnam is very beautiful everyone should come to visit 
Son Doong in Vietnam 🇻🇳",1
From Việt Nam with love ❤,1
AI voice lol,1
"Yes,i want the bihar story video.And their superior person born in the bihar",1
ülkede olanlara tepkisiz kalan içerik üreticilerinin çıktığı mağara,1
Welcome you to Vietnam.!.,1
"Ruhi ""The King"" Çenet",1
Lush cave update,1
"Tôi là người Việt Nam , rất vui khi anh em bạn bè thế giới khám phá hang động lớn nhất thế giới tại Việt Nam , Hang Sơn Đoòng😍
Trường Sa , Hoàng Sa là của Việt Nam💗
 Mãi yêuuuu
💯💯💯",1
All this is from God's creation ..,1
"Ruhi Is king  ❤❤❤❤❤
Love ❤️ you ruhi  ❤❤❤
1k like please",1
"I didn't notice it was 16 mins only, I won't mind if it was 1 hour long. Always curious and exciting to watch your videos.",1
This is my favourite documentary channel,1
I thought it's only be seen in Minecraft but yea,1
15:58 peta Indonesia❤,1
From Viet Nam 🇻🇳🇻🇳 with love,1
"böyle büyük bir orginazasyona, maddi desteğe ve teknik ekipmana sahipken yılda 1 video atıp ki o da 15 dakika civarı ki onun da 5-6 dakikası intro halinde olması çok yetersiz",1
Thank you for the good video,1
Amen 🙏🏽,1
Tôi là người Việt Nam. Chào mừng bạn đến thăm đất nước xinh đẹp của chúng tôi. Hi vọng bạn sẽ có những trải nghiệm thật tốt,1
Thank you for coming to Vietnam.,1
Hello sir ❤❤ i ma indian,1
Just feels satisfied when he says at last ' Ruhi Çenet was here ',1
from vietnam with love,1
"Please, come to Brazil! 🇧🇷🇧🇷🇧🇷",1
"Kurang lama videonya ,padahal seru banget 😢😢",1
RUHİ   HELAL   OLSUN    BU  ZAMANA  KADAR   GÖRDÜĞÜM  EN  İYİ   YOUTUBERİ  VE  BELGESELCİSİN  VAROL  KRAL,1
abi videolarını neden sıkılmadan izlensin diye süreleri kısaltıyorsun anlamış değilim çok kaliteli içeriklerin var ama max 30 dakika izleyebiliyoruz zaten ayda yılda bir atıyorsun bari uzun olsun video,1
This reminds me of that one big minecraft cave,1
"WOW. It is FACT 
that there are forest
in Dungeon of Fantasy Novel.
Maybe Mosters exist there.",1
"Protect Runi cenet. This is a very valuable documentary in many aspects, whether on the internet or the facts/authenticity presented in the video.",1
