comment,sentiment
Egypt is the backbone of civilizations on planet Earth and a protective shield for the Arabs and the Middle,5 stars
ppl understand how crazy it is he was able to do this,5 stars
This episode is undoubtedly the strongest and You are in where civilization was born before history was,5 stars
I really love is the best video of all time for,5 stars
to Indonesia see the oldest painting in the world in Sulawesi,5 stars
Can you visit to Afghanistan,5 stars
Best Propaganda ever for This propaganda would not match any propaganda The Egyptian gov would have,5 stars
Love this,5 stars
Welcome to egypt,5 stars
Words largest,2 stars
Woww in various languages,5 stars
Wow fantastic,5 stars
I went to the pyramid They were so tall I saw all the pyramids,1 star
I am Egyptian and this is the first time I have seen these things because I simply have not traveled there,1 star
Beast goat,4 stars
World largest youtuber,5 stars
bro still stayed,3 stars
Under one hour gang,1 star
Low key I thought it was Egypt,2 stars
Still water,4 stars
Welcome to Egypt and the pyramids of Egypt a fun trip,4 stars
views in that crazy,5 stars
born in Egypt,5 stars
OMG I got it at mins,5 stars
I hope someone wouldnt be smart and try to do the same after watching this video,2 stars
Crazy how they got a tour by Bruno Mars,5 stars
We need part two or bloopers Egypt is great,5 stars
In the tomb where there was low oxygen there was still very dangerous,2 stars
LOVE from,5 stars
nopalion said watched this video,1 star
This is crazy,5 stars
People are gonna watch this video and still say that money buy Maybe not but it sure does get you a lot of cool stuff,4 stars
I thought we were going to see Amenti irl,3 stars
Egyptian not Arabs,1 star
Thanks for,5 stars
BEST VIDEO OF ALL,5 stars
Shooting set,4 stars
VARMI ALOO,5 stars
Wow this is amazing our great civilization,5 stars
This is the most wonderful video I have ever seen,5 stars
Escribe for master beast all english all the,5 stars
Welcome to Egypt,5 stars
Egypt is cool,5 stars
Under min were are,2 stars
How old is this,5 stars
Fast Community,4 stars
Do you in Egypt,1 star
Egypt existed before history existed,1 star
Welcome to Egypt,5 stars
oh dear,5 stars
next Hours in Area,4 stars
Egypt welcomes,5 stars
Ewroniwe est best you,5 stars
not a big fan of darkness,2 stars
i think that is still water not sure,3 stars
Thinking that the pyramids were built as tombs is the stupidest thinking in NOT MAKE,1 star
Visit it is the first civilization in the world twice the world and there are archaeological places,5 stars
bros richer than the pharoah,5 stars
Decoy chambers is just about the most deluded take reaction air tight reaction,2 stars
Demain measter beat va mourrir,3 stars
Greatest Of All No doubts,5 stars
I escribed,5 stars
i bought a property on egypt,5 stars
You are welcom,3 stars
The best in the world,5 stars
amazing that Americans think they are the greatest without knowing the history of Europeans and Asians,5 stars
here I come,5 stars
I hope that water wasnt still,3 stars
Someone German,1 star
bought a pyramid in,5 stars
I am from Egypt,1 star
These Egyptian dudes are awesome,5 stars
Beware of the curse of Amenti,1 star
Bro is to powerful,4 stars
What kind a connection does he have to get this insane,1 star
incredible videos that allow us to learn more about this world,5 stars
Thanks for taking us to a,5 stars
From one year I went to that exact exact same pyramid and I went inside and you find very cool stuff,5 stars
What if all the Pyramids were decoys and the kings chambers are some where,2 stars
Egypt is awesome and mindblowing,5 stars
Next video will be in space,4 stars
So cool,5 stars
from Egypt,5 stars
T SERIS YOU YOU SUSPECT,1 star
Every stone in these magnificent pyramids whispers the tale of an immortal Your journey just an adventure a living testament to the brilliance of our the who carved history with their indomitable As a proud descendant of these legendary I invite the whole world to come and witness the mesmerizing magic and timeless grandeur of Egyptian heritage,5 stars
Love from,5 stars
Why this video is not lengthy I wish it,2 stars
I am very happy with this adventure and very proud to be Egyptian,5 stars
Egyptian and I hope you had a nice time on this experience and say to anyone say how built the pyramids are the alliance say to you this video and many guids prove these are lies and soooo proud of being an Egyptian and thanks to anyone love us and at the and say a popular sentence of us mother of the,5 stars
bro is playing amenti irl,3 stars
The Best Video Ever,5 stars
Who said money buy happiness,5 stars
are,5 stars
work so hard that people think the aliens did it,1 star
why your are the best youtuber,5 stars
Subs mrbeast,5 stars
Tack love from Bangladesh,5 stars
finally,5 stars
We are the pharaohs,5 stars
I thought be Joe Rogan though,3 stars
you tell us how much you had tp pay for our government,1 star
Every stone in these magnificent pyramids whispers the tale of an immortal Your journey just an a living testament to the brilliance of our the who carved history with their indomitable As a proud descendant of these legendary I invite the whole world to come and witness the mesmerizing magic and timeless grandeur of Egyptian heritage,5 stars
I love that video,5 stars
do you think about the,3 stars
not an expert or but it dangerous to dive in still,2 stars
next hours inside area,1 star
I hope you notice me watching from Philippines,3 stars
I thought he would climb up and stand on top of the,3 stars
WoW so Horo,5 stars
The best vid ever made,5 stars
so cooooool Who agrees,3 stars
I love you,5 stars
First ones to watch,5 stars
this is actually coolest video ever,5 stars
that toure is tru,1 star
Love from Bangladesh,5 stars
I am from Egypt and we have many sweet needs love you Mister,5 stars
How wonderful this I am proud to be from Egypt Welcome to Egypt,5 stars
BERMUDA TRIANGLE,3 stars
mrbeast redemption,5 stars
What about,1 star
Thank you for this nice experience,5 stars
This is honestly your best coolest most awesome video you have ever,5 stars
I challenge you to spent Hours straight in CHERNOBYL,5 stars
I came and Two now,1 star
These are created by Allah,5 stars
Wooo nice vedio,4 stars
is the most Funniest part,5 stars
definitely,5 stars
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,5 stars
buy,5 stars
Come to the Iraq because we have many hitorical places,1 star
Last time eiffeil tower now the pyramids gisa,5 stars
Best video ever literally ground breaking,5 stars
Bro r u still in Am there,5 stars
I really love your I send you greetings from,5 stars
WOW NEW VIDEO IN LESS THAN A MONTH,5 stars
Graham Hancock has entered the chat,4 stars
Mrbeast is not a beginner,2 stars
Too fast this is not very interest,2 stars
imagine dying in and being in a mrbeast video years,5 stars
Who r from suggestion,1 star
This our Great Egyptian civilization,5 stars
going to Egypt to get that gold now,5 stars
I thought this video would be But I actually loved,4 stars
I believe the cost to buy out the local government to do this video is huge,1 star
THE GREAT GRAND SALUTE TO YOUR,5 stars
Unblock erownie mrbeast,1 star
yooo he bought a property in egypt and they gave him the property,1 star
No mummies found brits ate them all,1 star
Still doubt who built but cool video nonetheless,4 stars
Who is,5 stars
Going to get that gold,5 stars
THIS WAS,5 stars
Love from Philippines bro,5 stars
Moral wallet,3 stars
you do more of more historical,3 stars
Bro only dollars,1 star
I advise you to visit the Citadel of Saladin in the next,5 stars
welcome bro from all one from Egypt,5 stars
very excited,1 star
Heard if u ask super duper nicely you get,5 stars
a nice wording tbf,4 stars
Return of the King,5 stars
Who wants to see the pyramid up,4 stars
He bought a property in egypt,1 star
Under,3 stars
If it is still water you should be careful it might have amoeba,3 stars
hours CONFUSED,1 star
thanks for subscriber,5 stars
Thats very cool how did you request access to enter,3 stars
I am Egyptian and it is the first time I see the pyramids from the inside thanks for your,5 stars
giving the mummy vibes,4 stars
Egyptian I am born in Gizeh,5 stars
Amazing woo The great Egyptian kings,5 stars
He should visit Iran,1 star
im stealing that,1 star
Welcome to Egypt,5 stars
The beauty of Allah is,5 stars
I follow can you send me one,5 stars
No wonder Ancient Egyptians were indeed advanced at that period of,4 stars
I am proud to be from Egypt,5 stars
are they swimming in still,3 stars
Love From Bangladesh,5 stars
bros gonna explore the universe,5 stars
So a tomb is a place where no bodies are found then,3 stars
is that a still water or,3 stars
Any one in,5 stars
orang tercepat absen broo,1 star
VARMI ALOOOOO,5 stars
I saw a thousand videos about pyramids but clearly I see anything at all after this video,1 star
How are you doing these amazing videos omg you did it,5 stars
Mrbeast goes to another,1 star
Egyptian and proud,5 stars
There is no more important from our civilizations But this is the best video clip of Mister Best at all Thank you Thank Mister for this wonderful video,5 stars
bros gonna make people break in to the sphinx to get swarm,1 star
Egypt is one of the best Arab countries,5 stars
Nice CGI masking out the cameraman,4 stars
Welcome to the land of Egyptian civilization,5 stars
I want to visit Egypt,5 stars
are the builders,5 stars
Egypt came and then history was born,5 stars
The goat is back,1 star
Welcome to Egypt,5 stars
Amazing very wonderful Egypt welcomes you welcome the world in the oldest and first civilization on earth the pyramids of Giza the most important treasure on earth and has not yet been discovered,5 stars
the first time I see these pyramids very videos,1 star
this clip is very wonderful so amazing,5 stars
Bro tried the same challange with napeleon you see anything unlike napoleon,1 star
Thank you very,5 stars
Egypt will always be the mother of the,5 stars
who from Egypt,1 star
Egyptian and Proud and this is just a bit of what history we have,5 stars
Amazing Episode Wish to see more episodes exploring wonders,5 stars
i been wanting to see pyramids for years and i still couldnt but this video was just AMAZING,5 stars
when she says it her first,3 stars
Watching,4 stars
Dont really watch you but this is gj,1 star
Welcome to Egypt hope to visit Luxor and there are temples,5 stars
Wow as an Egyptian i was amazed what i saw in this video,5 stars
Egypt is the best place in the world,5 stars
Wow interested to video,5 stars
Why send a robot into the hole,1 star
Is this mrbeast best,5 stars
built the,5 stars
yea your fs getting cursed,1 star
on a flight to Egypt so I can get the swarms,4 stars
Welcome to Egypt guys,5 stars
I went to Egypt not long ago,1 star
I WANT TO SEE THE PIRAMIDE OF THE MOST POWERFULL WOMAN OF A REQUEST FROM THE ARGENTINA WHO LIVED IN USA,5 stars
Aliens and Egyptians built it,1 star
Proud to be Egyptian,5 stars
The Zahi Hawass parts and especially the sceleton part lolz But have great opportunity and you just made it this adhd when you could really be and have documented,4 stars
Subscriber Thanks,5 stars
years ago i started seeing you video love form indian,5 stars
I WANT TO SEE THE PIRAMIDE OF THE MOST POWERFULL WOMAN OF A REQUEST OF THE ARGENTINA WHO LIVED IN,5 stars
The Devilfish came out before Mrbeast video,1 star
The king,5 stars
Unblock mrbeast erownie,1 star
It would be crazy if you went into Area,3 stars
How big were the bribes and how many people did you need to pay off to get permission to do,1 star
the moment he tried to submerged himself all i thought about was brain eating amoebas,1 star
This is a free video marketing for Egypt welcome to the place of wonders,5 stars
